Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Cancelled_Rides_by_Customer,Reason_for_cancelling_by_Customer,Cancelled_Rides_by_Driver,Reason_for_cancelling_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
27-03-2025,21:50:15,CNR2578262284,Incomplete,CUST846064,Auto,HSR Layout,HAL Layout,0,0,0,Not Applicable,0,Not Applicable,1,Vehicle Breakdown,0,Debit Card,0,0,0
07-03-2025,22:02:47,CNR3350979459,Cancelled by Customer,CUST113101,Prime SUV,Bellandur,KR Market,0,0,1,Driver is not moving towards pickup location,0,Not Applicable,0,Not Applicable,0,UPI,0,0,0
19-03-2025,00:03:36,CNR5010285296,Success,CUST190199,Prime SUV,Vijayanagar,Kadubeesanahalli,3,8,0,Not Applicable,0,Not Applicable,0,Not Applicable,737,Net Banking,15.22,3.1,4.3
22-03-2025,10:10:36,CNR8731388111,Incomplete,CUST896309,Prime Sedan,Cox Town,BTM Layout,0,0,0,Not Applicable,0,Not Applicable,1,Other Issue,0,UPI,0,0,0
16-03-2025,10:07:18,CNR9264958562,Success,CUST167071,Prime Sedan,Banerghatta Road,Indiranagar,3,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,853,Wallet,1.52,3.6,5
30-03-2025,09:05:43,CNR2854322588,Cancelled by Driver,CUST654010,Prime Plus,Sanjay Nagar,Wilson Garden,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,Credit Card,0,0,0
07-03-2025,18:13:20,CNR3389966958,Success,CUST491074,eBike,Domlur,Cox Town,6,5,0,Not Applicable,0,Not Applicable,0,Not Applicable,696,UPI,8.35,3.3,4.7
03-03-2025,01:56:53,CNR5466937366,Cancelled by Customer,CUST840692,Bike,Padmanabhanagar,Bommanahalli,0,0,1,Change of plans,0,Not Applicable,0,Not Applicable,0,Net Banking,0,0,0
06-03-2025,06:12:50,CNR6227539853,Success,CUST811736,Prime SUV,Cox Town,Nagarbhavi,7,14,0,Not Applicable,0,Not Applicable,0,Not Applicable,885,Net Banking,5.51,4.4,3.9
09-03-2025,23:43:25,CNR8141384117,Success,CUST737387,Prime Sedan,Nagavara,RT Nagar,3,8,0,Not Applicable,0,Not Applicable,0,Not Applicable,887,Net Banking,18.49,4.8,3.4
31-03-2025,11:24:07,CNR5803457636,Success,CUST906811,Prime Plus,KR Puram,RT Nagar,7,5,0,Not Applicable,0,Not Applicable,0,Not Applicable,251,Wallet,4.32,4.4,4.6
15-03-2025,20:54:05,CNR2978491365,Success,CUST146406,Mini,Koramangala,Rajajinagar,9,14,0,Not Applicable,0,Not Applicable,0,Not Applicable,1125,Credit Card,14.44,3.4,3.6
02-03-2025,16:18:35,CNR5553967246,Success,CUST169908,Prime Sedan,Rajajinagar,HAL Layout,12,8,0,Not Applicable,0,Not Applicable,0,Not Applicable,378,Credit Card,16.27,3.4,4.8
02-03-2025,00:53:15,CNR9281694665,Cancelled by Driver,CUST709959,Prime Plus,Lavelle Road,RT Nagar,0,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,0,Credit Card,0,0,0
11-03-2025,08:12:56,CNR2911248820,Success,CUST819050,eBike,Ulsoor,Frazer Town,3,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,307,UPI,16.05,3.9,4
14-03-2025,01:51:01,CNR2304479471,Success,CUST423995,Auto,Jalahalli,Wilson Garden,5,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,726,Debit Card,4.11,3.6,4.7
03-03-2025,01:07:05,CNR2827731268,Success,CUST342661,Auto,Marathahalli,Whitefield,11,16,0,Not Applicable,0,Not Applicable,0,Not Applicable,627,Debit Card,16.67,4.1,3.3
30-03-2025,08:25:38,CNR8599785706,Cancelled by Driver,CUST800538,Prime SUV,Jalahalli,Cox Town,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,UPI,0,0,0
23-03-2025,20:53:03,CNR4505018118,Success,CUST755741,eBike,KR Market,Kengeri,14,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,390,UPI,11.87,4.3,4.6
21-03-2025,11:14:56,CNR8604555215,Success,CUST850511,Mini,Majestic,Rajajinagar,11,18,0,Not Applicable,0,Not Applicable,0,Not Applicable,436,Debit Card,10.78,3.2,4.7
05-03-2025,14:56:06,CNR5381872913,Success,CUST267821,Mini,Marathahalli,Jayanagar,6,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,94,Net Banking,17.03,3.7,3.2
21-03-2025,22:20:32,CNR7295843886,Success,CUST357282,eBike,Hosur Road,Nagavara,10,8,0,Not Applicable,0,Not Applicable,0,Not Applicable,162,Cash,5.9,3.7,3.8
15-03-2025,18:37:09,CNR8829513955,Success,CUST483474,Bike,Yelahanka,Nagarbhavi,9,13,0,Not Applicable,0,Not Applicable,0,Not Applicable,247,UPI,10.78,4.9,4.5
19-03-2025,21:22:03,CNR3486254623,Success,CUST895034,Mini,Seshadripuram,Peenya,6,11,0,Not Applicable,0,Not Applicable,0,Not Applicable,644,Credit Card,2.37,3.1,4.7
29-03-2025,02:57:53,CNR7923172531,Cancelled by Driver,CUST765184,Prime SUV,HSR Layout,Vijayanagar,0,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,0,Net Banking,0,0,0
16-03-2025,09:17:21,CNR7662851453,Success,CUST759851,Prime SUV,Banashankari,Sanjay Nagar,14,18,0,Not Applicable,0,Not Applicable,0,Not Applicable,610,Cash,8.69,4.7,3.7
07-03-2025,03:06:37,CNR5169393384,Success,CUST651667,eBike,RT Nagar,Hebbal,6,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,517,Debit Card,19.8,4.6,4.5
11-03-2025,00:49:58,CNR8852283121,Success,CUST264933,Prime Plus,KR Market,HAL Layout,5,9,0,Not Applicable,0,Not Applicable,0,Not Applicable,176,Credit Card,16.21,3.2,3.5
23-03-2025,13:03:40,CNR1307728395,Cancelled by Driver,CUST845850,Auto,Nagavara,Banaswadi,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Credit Card,0,0,0
27-03-2025,11:54:10,CNR7100033126,Success,CUST536738,eBike,Basavanagudi,Sanjay Nagar,2,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,286,Net Banking,5.37,3.8,4.6
07-03-2025,05:29:11,CNR7881095737,Success,CUST486915,Prime Plus,Banashankari,RT Nagar,13,12,0,Not Applicable,0,Not Applicable,0,Not Applicable,205,Credit Card,15.01,3.5,4.8
09-03-2025,20:05:39,CNR4117768681,Success,CUST703051,Prime Plus,HAL Layout,Basaveshwaranagar,6,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,290,UPI,16.03,3.4,4.2
06-03-2025,12:01:46,CNR7270198760,Success,CUST863809,eBike,Whitefield,HAL Layout,12,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,216,Wallet,12.46,3.4,4.9
01-03-2025,15:58:20,CNR8560013700,Cancelled by Driver,CUST957061,Prime SUV,Hebbal,Bellandur,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,Wallet,0,0,0
16-03-2025,04:52:29,CNR6282606580,Cancelled by Driver,CUST704597,Prime Sedan,Ulsoor,Sanjay Nagar,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,UPI,0,0,0
23-03-2025,08:58:40,CNR9509182823,Success,CUST727054,Prime Sedan,Frazer Town,Nagarbhavi,6,5,0,Not Applicable,0,Not Applicable,0,Not Applicable,385,Credit Card,16.83,4.1,4.6
16-03-2025,09:42:30,CNR2576777039,Cancelled by Driver,CUST372931,eBike,Marathahalli,Seshadripuram,0,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,0,Cash,0,0,0
08-03-2025,07:50:33,CNR1714146827,Success,CUST168413,Mini,Bommanahalli,Bellandur,12,19,0,Not Applicable,0,Not Applicable,0,Not Applicable,1156,Wallet,7.21,5,3.5
12-03-2025,16:46:30,CNR2620846107,Success,CUST861733,Auto,Hebbal,Kadubeesanahalli,13,5,0,Not Applicable,0,Not Applicable,0,Not Applicable,267,Credit Card,12.03,4,4.9
08-03-2025,01:42:11,CNR3518105269,Cancelled by Driver,CUST473195,Prime Plus,Padmanabhanagar,Koramangala,0,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,0,Wallet,0,0,0
16-03-2025,00:00:58,CNR4518509243,Incomplete,CUST819154,Prime Sedan,Marathahalli,Majestic,0,0,0,Not Applicable,0,Not Applicable,1,Other Issue,0,Debit Card,0,0,0
26-03-2025,18:36:52,CNR1779859716,Success,CUST364992,Prime Sedan,Malleshwaram,Banerghatta Road,3,14,0,Not Applicable,0,Not Applicable,0,Not Applicable,370,Debit Card,12.27,4.5,3.8
28-03-2025,22:56:52,CNR2233745493,Success,CUST756364,Auto,Sanjay Nagar,Vijayanagar,6,16,0,Not Applicable,0,Not Applicable,0,Not Applicable,194,UPI,7.9,3.4,4.4
13-03-2025,12:59:28,CNR6564216265,Incomplete,CUST111728,eBike,Koramangala,JP Nagar,0,0,0,Not Applicable,0,Not Applicable,1,Vehicle Breakdown,0,UPI,0,0,0
09-03-2025,01:55:33,CNR3131849922,Success,CUST645947,Prime SUV,Kengeri,Bommanahalli,10,5,0,Not Applicable,0,Not Applicable,0,Not Applicable,480,Credit Card,18.06,3.8,4.2
02-03-2025,21:24:04,CNR9362307253,Success,CUST996631,Prime Plus,Shivaji Nagar,Cox Town,14,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,1172,Cash,3.69,4.8,4.9
17-03-2025,07:53:04,CNR8380949667,Cancelled by Driver,CUST424745,Auto,Lavelle Road,Bommanahalli,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,Credit Card,0,0,0
15-03-2025,19:15:22,CNR7369903221,Cancelled by Driver,CUST879392,Prime Sedan,Kanakapura Road,Bommanahalli,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,Credit Card,0,0,0
08-03-2025,01:06:09,CNR8912072634,Cancelled by Driver,CUST414473,Prime SUV,Rajajinagar,Kumaraswamy Layout,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,Cash,0,0,0
06-03-2025,18:27:57,CNR3491209388,Success,CUST975325,eBike,BTM Layout,Banashankari,13,14,0,Not Applicable,0,Not Applicable,0,Not Applicable,122,Net Banking,10.3,3.8,4.3
02-03-2025,17:00:45,CNR8745028460,Cancelled by Driver,CUST117413,Auto,Kengeri,Richmond Town,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,UPI,0,0,0
22-03-2025,03:29:05,CNR7758999873,Success,CUST982095,Prime Sedan,Wilson Garden,KR Puram,4,12,0,Not Applicable,0,Not Applicable,0,Not Applicable,352,UPI,13.75,4.3,3.9
07-03-2025,01:21:22,CNR6125431965,Success,CUST340414,Prime Plus,BTM Layout,Wilson Garden,12,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,1161,Wallet,12.69,4.1,4.6
29-03-2025,09:50:00,CNR1765402311,Success,CUST369635,Prime SUV,Whitefield,BTM Layout,5,16,0,Not Applicable,0,Not Applicable,0,Not Applicable,142,Cash,2.64,4.8,3.1
30-03-2025,00:35:51,CNR6052823178,Success,CUST345716,Bike,Basavanagudi,Bommanahalli,14,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,497,Credit Card,7.31,4.6,3.6
23-03-2025,08:24:17,CNR7317136931,Cancelled by Driver,CUST842944,Mini,Cox Town,Majestic,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,Cash,0,0,0
20-03-2025,12:27:20,CNR8037514326,Success,CUST791863,Prime SUV,Kumaraswamy Layout,Jalahalli,10,16,0,Not Applicable,0,Not Applicable,0,Not Applicable,708,Debit Card,10.53,4.4,3.8
20-03-2025,13:06:34,CNR4106036099,Success,CUST710549,Mini,Electronic City,Whitefield,7,15,0,Not Applicable,0,Not Applicable,0,Not Applicable,331,Debit Card,13.29,3.5,4.5
28-03-2025,08:33:56,CNR2327406432,Cancelled by Customer,CUST790843,Mini,Wilson Garden,Domlur,0,0,1,Change of plans,0,Not Applicable,0,Not Applicable,0,Cash,0,0,0
25-03-2025,01:30:08,CNR6413479362,Success,CUST242093,Prime SUV,Ulsoor,Malleshwaram,12,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,1634,Wallet,7,3.4,3.6
30-03-2025,12:58:37,CNR7649462641,Success,CUST559019,Prime SUV,KR Market,Banaswadi,10,9,0,Not Applicable,0,Not Applicable,0,Not Applicable,97,Debit Card,10.95,3.8,3.9
31-03-2025,10:20:27,CNR6151593491,Success,CUST168430,Bike,Yelahanka,Rajajinagar,7,16,0,Not Applicable,0,Not Applicable,0,Not Applicable,146,Cash,11.27,4.8,3
24-03-2025,08:50:45,CNR1315847100,Success,CUST787458,Prime Plus,RT Nagar,Koramangala,5,15,0,Not Applicable,0,Not Applicable,0,Not Applicable,609,UPI,16.93,4.7,3.5
13-03-2025,01:21:07,CNR4776946201,Cancelled by Customer,CUST905057,Prime Sedan,Nagavara,Bommanahalli,0,0,1,AC is not working,0,Not Applicable,0,Not Applicable,0,Credit Card,0,0,0
18-03-2025,04:42:20,CNR8583675501,Success,CUST766408,Prime Sedan,Kanakapura Road,Bommanahalli,8,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,335,UPI,14.24,4.8,4
15-03-2025,08:51:50,CNR7490507571,Success,CUST249318,Prime Plus,Peenya,Whitefield,2,19,0,Not Applicable,0,Not Applicable,0,Not Applicable,133,Cash,7.55,4.7,3.1
02-03-2025,22:05:07,CNR1992647959,Cancelled by Customer,CUST300371,Prime Plus,Basaveshwaranagar,Sanjay Nagar,0,0,1,Driver is not moving towards pickup location,0,Not Applicable,0,Not Applicable,0,Net Banking,0,0,0
05-03-2025,04:42:16,CNR4159336811,Success,CUST272285,eBike,Sarjapur,Brigade Road,11,5,0,Not Applicable,0,Not Applicable,0,Not Applicable,170,Net Banking,11.29,3.7,4.2
11-03-2025,04:11:44,CNR2574272958,Success,CUST454570,Auto,RT Nagar,Domlur,8,7,0,Not Applicable,0,Not Applicable,0,Not Applicable,972,Cash,12.66,4.1,3.2
11-03-2025,05:53:41,CNR5354922404,Success,CUST769566,Prime SUV,Shivaji Nagar,Wilson Garden,12,14,0,Not Applicable,0,Not Applicable,0,Not Applicable,174,UPI,4.23,4.8,4.3
04-03-2025,16:41:27,CNR6805571734,Cancelled by Customer,CUST796020,Auto,Koramangala,Sanjay Nagar,0,0,1,AC is not working,0,Not Applicable,0,Not Applicable,0,Debit Card,0,0,0
06-03-2025,20:22:41,CNR3246422331,Success,CUST663032,Prime Sedan,Electronic City,Peenya,12,19,0,Not Applicable,0,Not Applicable,0,Not Applicable,416,Debit Card,17.89,3.4,3.8
30-03-2025,11:04:49,CNR9799647092,Cancelled by Customer,CUST381756,Prime Sedan,BTM Layout,Basaveshwaranagar,0,0,1,AC is not working,0,Not Applicable,0,Not Applicable,0,Credit Card,0,0,0
19-03-2025,06:23:35,CNR4893416947,Success,CUST901558,Prime Plus,JP Nagar,MG Road,13,15,0,Not Applicable,0,Not Applicable,0,Not Applicable,387,Credit Card,10.83,4.9,3
29-03-2025,17:11:32,CNR1213727245,Cancelled by Driver,CUST462267,Prime Plus,Whitefield,Bommanahalli,0,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,0,Credit Card,0,0,0
29-03-2025,17:55:03,CNR1845759202,Incomplete,CUST711006,Bike,Hosur Road,Vijayanagar,0,0,0,Not Applicable,0,Not Applicable,1,Other Issue,0,Net Banking,0,0,0
15-03-2025,15:46:17,CNR6513835276,Cancelled by Driver,CUST927064,Bike,Banashankari,Hennur,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Debit Card,0,0,0
30-03-2025,03:13:03,CNR3161425310,Success,CUST701948,Mini,Nagarbhavi,Peenya,7,13,0,Not Applicable,0,Not Applicable,0,Not Applicable,183,UPI,2.11,3.4,3
16-03-2025,00:48:07,CNR6703569609,Success,CUST791585,Auto,Whitefield,Kadubeesanahalli,8,16,0,Not Applicable,0,Not Applicable,0,Not Applicable,385,Credit Card,17.53,4.8,4.4
02-03-2025,15:06:22,CNR7864260980,Success,CUST810660,eBike,Ulsoor,Vijayanagar,14,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,1023,Cash,13.29,3.9,4.8
15-03-2025,15:53:13,CNR6596078806,Success,CUST132889,Mini,KR Puram,Nagavara,6,5,0,Not Applicable,0,Not Applicable,0,Not Applicable,463,Debit Card,7.4,3.7,3.3
15-03-2025,14:27:01,CNR2704759285,Cancelled by Driver,CUST267861,Prime Plus,Bommanahalli,Peenya,0,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,0,Cash,0,0,0
07-03-2025,16:13:14,CNR4009186076,Cancelled by Driver,CUST947229,Bike,Bommanahalli,Sanjay Nagar,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Wallet,0,0,0
23-03-2025,16:26:49,CNR4096542310,Success,CUST238707,Mini,Shivaji Nagar,Hosur Road,7,19,0,Not Applicable,0,Not Applicable,0,Not Applicable,320,Credit Card,9.48,5,3.8
22-03-2025,16:47:29,CNR7779947686,Cancelled by Driver,CUST549885,Prime SUV,Marathahalli,Kumaraswamy Layout,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Cash,0,0,0
07-03-2025,08:12:24,CNR3686506840,Cancelled by Customer,CUST615772,Mini,Nagarbhavi,Frazer Town,0,0,1,Driver is not moving towards pickup location,0,Not Applicable,0,Not Applicable,0,Cash,0,0,0
12-03-2025,15:49:05,CNR4889241656,Success,CUST744161,Bike,KR Puram,Kadubeesanahalli,9,14,0,Not Applicable,0,Not Applicable,0,Not Applicable,113,Net Banking,11.54,3.2,3.1
04-03-2025,23:53:34,CNR4348698897,Success,CUST219790,Bike,Kadubeesanahalli,Wilson Garden,14,12,0,Not Applicable,0,Not Applicable,0,Not Applicable,446,Net Banking,6.18,3.3,3.8
07-03-2025,17:35:02,CNR2653599763,Cancelled by Driver,CUST586246,Prime Plus,Whitefield,KR Puram,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,Debit Card,0,0,0
29-03-2025,14:48:17,CNR4524169131,Success,CUST739890,Prime SUV,Wilson Garden,Padmanabhanagar,9,12,0,Not Applicable,0,Not Applicable,0,Not Applicable,623,Net Banking,15.53,3.5,3.6
07-03-2025,23:49:12,CNR7237688919,Success,CUST825438,Prime Sedan,Hosur Road,KR Market,9,18,0,Not Applicable,0,Not Applicable,0,Not Applicable,402,Credit Card,13.7,4.1,3.8
09-03-2025,15:06:43,CNR6643291235,Cancelled by Driver,CUST903879,Prime Sedan,Hennur,Sanjay Nagar,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,Cash,0,0,0
19-03-2025,01:25:28,CNR7843566760,Success,CUST805533,Bike,BTM Layout,Vijayanagar,8,13,0,Not Applicable,0,Not Applicable,0,Not Applicable,217,UPI,1.86,3.1,3.4
30-03-2025,06:48:43,CNR2825305518,Incomplete,CUST271884,Auto,Kanakapura Road,Kanakapura Road,0,0,0,Not Applicable,0,Not Applicable,1,Other Issue,0,UPI,0,0,0
16-03-2025,01:24:11,CNR5614046182,Cancelled by Driver,CUST936822,eBike,Nagarbhavi,Bellandur,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,Net Banking,0,0,0
01-03-2025,19:12:22,CNR9344165619,Success,CUST540357,Auto,Whitefield,Padmanabhanagar,10,16,0,Not Applicable,0,Not Applicable,0,Not Applicable,75,Wallet,8.35,3.9,4.8
10-03-2025,17:02:35,CNR5316604570,Cancelled by Driver,CUST698637,Prime SUV,MG Road,Whitefield,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,Cash,0,0,0
16-03-2025,13:35:50,CNR4203655422,Success,CUST149184,Auto,Marathahalli,Wilson Garden,11,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,802,Credit Card,3.71,4.7,4.3
17-03-2025,16:11:17,CNR9730727922,Incomplete,CUST612887,eBike,Wilson Garden,Basavanagudi,0,0,0,Not Applicable,0,Not Applicable,1,Vehicle Breakdown,0,Net Banking,0,0,0
28-03-2025,13:01:12,CNR3949550969,Success,CUST970991,Auto,Peenya,Whitefield,3,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,1198,Debit Card,19.6,4.5,3.8
22-03-2025,13:30:41,CNR9931559294,Success,CUST956859,Mini,HAL Layout,Rajajinagar,14,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,128,Wallet,14.97,3.8,4.7
08-03-2025,18:03:22,CNR6279786444,Cancelled by Driver,CUST991699,Prime Plus,RT Nagar,Hebbal,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,Cash,0,0,0
07-03-2025,16:16:36,CNR9266291672,Cancelled by Customer,CUST444780,Prime SUV,Nagavara,Domlur,0,0,1,Change of plans,0,Not Applicable,0,Not Applicable,0,Debit Card,0,0,0
30-03-2025,17:39:08,CNR7339577624,Success,CUST842141,eBike,Whitefield,Nagarbhavi,11,13,0,Not Applicable,0,Not Applicable,0,Not Applicable,316,Credit Card,2.08,4.5,4.8
02-03-2025,16:03:46,CNR2032485457,Cancelled by Driver,CUST793432,eBike,Seshadripuram,Nagavara,0,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,0,Debit Card,0,0,0
12-03-2025,07:17:20,CNR4977382421,Cancelled by Driver,CUST624223,eBike,Kengeri,Nagarbhavi,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Net Banking,0,0,0
07-03-2025,20:19:02,CNR3073675380,Success,CUST127969,Mini,Wilson Garden,Jayanagar,8,8,0,Not Applicable,0,Not Applicable,0,Not Applicable,463,Debit Card,19.85,3.7,3.4
22-03-2025,10:41:20,CNR8668429003,Success,CUST449403,Prime SUV,Wilson Garden,Bellandur,13,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,570,Debit Card,9.36,3.1,3.2
14-03-2025,20:43:07,CNR7303790060,Success,CUST125193,Prime Sedan,Domlur,Kadubeesanahalli,13,5,0,Not Applicable,0,Not Applicable,0,Not Applicable,461,Credit Card,16,3.9,4.8
09-03-2025,11:06:29,CNR8390555380,Success,CUST418792,eBike,Marathahalli,KR Market,13,16,0,Not Applicable,0,Not Applicable,0,Not Applicable,383,Credit Card,9.63,4.8,3.9
22-03-2025,18:56:58,CNR6624581613,Cancelled by Driver,CUST864908,Bike,Basaveshwaranagar,Koramangala,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,Net Banking,0,0,0
23-03-2025,09:04:24,CNR3838532710,Success,CUST267198,Prime Plus,HAL Layout,Hebbal,3,5,0,Not Applicable,0,Not Applicable,0,Not Applicable,970,Net Banking,2.24,4.4,4.6
02-03-2025,22:39:04,CNR6145674840,Success,CUST307403,Auto,Brigade Road,Nagavara,8,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,857,Cash,14.11,4.5,3.8
09-03-2025,12:32:59,CNR1141506227,Success,CUST698569,Auto,Vijayanagar,Seshadripuram,2,15,0,Not Applicable,0,Not Applicable,0,Not Applicable,181,Debit Card,3.46,3.4,3.2
06-03-2025,21:51:04,CNR8900011283,Success,CUST328446,Prime SUV,Banashankari,Kanakapura Road,5,14,0,Not Applicable,0,Not Applicable,0,Not Applicable,382,Wallet,6.81,3.1,3.8
07-03-2025,16:46:46,CNR4791742316,Cancelled by Driver,CUST448147,Prime SUV,Shivaji Nagar,KR Puram,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,Wallet,0,0,0
09-03-2025,13:28:38,CNR8007243433,Success,CUST948723,Auto,RT Nagar,Cox Town,11,16,0,Not Applicable,0,Not Applicable,0,Not Applicable,282,Debit Card,14.94,4.8,3.1
15-03-2025,11:22:24,CNR6797993158,Cancelled by Driver,CUST615072,Bike,Cox Town,Hosur Road,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,Wallet,0,0,0
02-03-2025,23:52:46,CNR4100565418,Cancelled by Driver,CUST288142,Prime SUV,Sanjay Nagar,KR Puram,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Credit Card,0,0,0
30-03-2025,16:33:27,CNR4518788214,Success,CUST259911,eBike,Cox Town,KR Puram,10,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,553,Cash,12.87,4.2,4.8
03-03-2025,08:11:20,CNR9055694408,Cancelled by Driver,CUST822645,eBike,Rajajinagar,Whitefield,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Credit Card,0,0,0
22-03-2025,06:56:29,CNR3845034695,Success,CUST449356,Prime Sedan,Sanjay Nagar,KR Market,3,16,0,Not Applicable,0,Not Applicable,0,Not Applicable,511,Wallet,15.6,3.3,4
12-03-2025,04:44:19,CNR2330627820,Success,CUST596158,Prime SUV,Electronic City,Ulsoor,4,9,0,Not Applicable,0,Not Applicable,0,Not Applicable,312,Wallet,10.1,3,4.8
15-03-2025,19:22:55,CNR5002119599,Success,CUST595963,eBike,Vijayanagar,Basaveshwaranagar,3,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,905,Wallet,18.38,3.3,3.3
23-03-2025,06:34:57,CNR6912469539,Success,CUST854807,Auto,Wilson Garden,Frazer Town,4,8,0,Not Applicable,0,Not Applicable,0,Not Applicable,731,Credit Card,8.78,4.3,3
15-03-2025,19:50:36,CNR3932689080,Success,CUST582011,Prime SUV,Seshadripuram,Shivaji Nagar,7,16,0,Not Applicable,0,Not Applicable,0,Not Applicable,168,Net Banking,19.5,4.9,3.9
27-03-2025,16:50:00,CNR6557329362,Success,CUST288632,Mini,Kadubeesanahalli,Banashankari,6,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,481,Credit Card,11.73,4.2,4.7
12-03-2025,23:16:09,CNR9638330014,Success,CUST243139,eBike,Jalahalli,Cox Town,11,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,115,Wallet,2.57,4,4.3
20-03-2025,04:02:17,CNR7648843837,Cancelled by Driver,CUST554484,Prime Plus,Frazer Town,Vijayanagar,0,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,0,UPI,0,0,0
26-03-2025,20:01:18,CNR8827993763,Cancelled by Customer,CUST233749,Prime Plus,Wilson Garden,Richmond Town,0,0,1,AC is not working,0,Not Applicable,0,Not Applicable,0,Credit Card,0,0,0
28-03-2025,10:46:07,CNR3718934744,Cancelled by Driver,CUST666609,Prime Plus,Kumaraswamy Layout,Banashankari,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,Debit Card,0,0,0
02-03-2025,17:30:49,CNR2187970493,Success,CUST141460,Prime Plus,Basaveshwaranagar,Rajajinagar,13,14,0,Not Applicable,0,Not Applicable,0,Not Applicable,337,Net Banking,3,4.4,3.4
07-03-2025,00:22:47,CNR8317668428,Success,CUST613044,Auto,BTM Layout,KR Puram,2,12,0,Not Applicable,0,Not Applicable,0,Not Applicable,155,UPI,3.45,4.9,3.4
08-03-2025,04:32:14,CNR7201810975,Success,CUST274095,eBike,Kanakapura Road,Hebbal,5,13,0,Not Applicable,0,Not Applicable,0,Not Applicable,812,Cash,2.45,3.5,4.1
15-03-2025,00:36:45,CNR2990541901,Cancelled by Driver,CUST958300,Prime Sedan,Nagavara,Marathahalli,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Debit Card,0,0,0
08-03-2025,13:25:08,CNR1502144852,Success,CUST892117,Auto,Banerghatta Road,Whitefield,12,15,0,Not Applicable,0,Not Applicable,0,Not Applicable,476,UPI,17.27,3.8,5
